ORD.,SIGA,GRUPO,GRUPO MATERIAL/SERVIÇO,CLASSE,CLASSE MATERIAL/SERVIÇO,"Nº TOMBO
ANTERIOR",ORIGEM anterior,"Nº TOMBO
ATUAL",ORIGEM ATUAL,NED,NF,VALOR,DESCRIÇÃO DO MATERIAL ( SISTEMA),DESCRIÇÃO RESUMIDA,QUANTIDADE,SITUAÇÃO,GALPÃO,ESTOQUE,SAÍDA,SALDO
825,310174,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS",30,DISPOSITIVOS PARA CONTROLE DE MICRO E MINI COMPUTADORES,48668,STDS,00036,SEAS,,,,"TECLADO, 115 TECLAS, COMPRIMENTO DO CABO 1,5 M, DIMENSOES: 17 X 39,5 X 1,2 CM, INTERFACE USB, PADRAO ABNT 2, UNIDADE 1.0 UNIDADE",TECLADO PARA MICRO COMPUTADOR,1,BOM,SEAS,1,1,1
826,152358,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS ,45044,STDS,,,,,,"CAIXA DE SOM, AMPLIFICADA, CONTROLE DE VOLUME, ENTRADA PARA TECLADO PRÓ-360 90W RMS, SAÍDA DO AMPLIFICADOR:MOSFET, PRÉ-AMPLIFICADOR RMS90W, POTENCIA PMPO 800W, CANAIS INDEPENDENTES, MICROFONE 2 ENTRADAS,",CAIXA AMPLIFICADORA DE SOM,1,BOM,SEAS,1,0,1
827,152358,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS ,45043,STDS,,,,,,"CAIXA DE SOM, AMPLIFICADA, CONTROLE DE VOLUME, ENTRADA PARA TECLADO PRÓ-360 90W RMS, SAÍDA DO AMPLIFICADOR:MOSFET, PRÉ-AMPLIFICADOR RMS90W, POTENCIA PMPO 800W, CANAIS INDEPENDENTES, MICROFONE 2 ENTRADAS,",CAIXA AMPLIFICADORA DE SOM,1,BOM,SEAS,1,1,0
828,152358,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS ,45042,STDS,,,,,,"CAIXA DE SOM, AMPLIFICADA, CONTROLE DE VOLUME, ENTRADA PARA TECLADO PRÓ-360 90W RMS, SAÍDA DO AMPLIFICADOR:MOSFET, PRÉ-AMPLIFICADOR RMS90W, POTENCIA PMPO 800W, CANAIS INDEPENDENTES, MICROFONE 2 ENTRADAS,",CAIXA AMPLIFICADORA DE SOM,1,BOM,SEAS,1,0,1
829,152358,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS ,45047,STDS,,,,,,"CAIXA DE SOM, AMPLIFICADA, CONTROLE DE VOLUME, ENTRADA PARA TECLADO PRÓ-360 90W RMS, SAÍDA DO AMPLIFICADOR:MOSFET, PRÉ-AMPLIFICADOR RMS90W, POTENCIA PMPO 800W, CANAIS INDEPENDENTES, MICROFONE 2 ENTRADAS,",CAIXA AMPLIFICADORA DE SOM,1,BOM,SEAS,1,0,1
830,152358,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS ,44539,STDS,04873,,,,,"CAIXA  AMPLIFICADA DE SOM PASSIVA, CONTROLE DE VOLUME, ENTRADA PARA TECLADO PRÓ-360 90W RMS, SAÍDA DO AMPLIFICADOR:MOSFET, PRÉ-AMPLIFICADOR RMS90W, POTENCIA PMPO 800W, CANAIS INDEPENDENTES, MICROFONE 2 ENTRADAS,",CAIXA AMPLIFICADORA DE SOM PASSIVA,1,BOM,SEAS,1,1,0
831,152358,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS ,44538,STDS,,,,,,"CAIXA DE SOM, AMPLIFICADA, CONTROLE DE VOLUME, ENTRADA PARA TECLADO PRÓ-360 90W RMS, SAÍDA DO AMPLIFICADOR:MOSFET, PRÉ-AMPLIFICADOR RMS90W, POTENCIA PMPO 800W, CANAIS INDEPENDENTES, MICROFONE 2 ENTRADAS,",CAIXA AMPLIFICADORA DE SOM,1,BOM,SEAS,1,1,0
832,152358,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS ,44537,STDS,,,,,,"CAIXA DE SOM, AMPLIFICADA, CONTROLE DE VOLUME, ENTRADA PARA TECLADO PRÓ-360 90W RMS, SAÍDA DO AMPLIFICADOR:MOSFET, PRÉ-AMPLIFICADOR RMS90W, POTENCIA PMPO 800W, CANAIS INDEPENDENTES, MICROFONE 2 ENTRADAS,",CAIXA AMPLIFICADORA DE SOM,1,BOM,SEAS,1,1,0
833,152358,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS ,44536,STDS,04883,,,,,"CAIXA  AMPLIFICADA DE SOM PASSIVA, CONTROLE DE VOLUME, ENTRADA PARA TECLADO PRÓ-360 90W RMS, SAÍDA DO AMPLIFICADOR:MOSFET, PRÉ-AMPLIFICADOR RMS90W, POTENCIA PMPO 800W, CANAIS INDEPENDENTES, MICROFONE 2 ENTRADAS,",CAIXA AMPLIFICADORA DE SOM PASSIVA,1,BOM,SEAS,1,1,0
834,902300,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,48443,STDS,,,,,,"NOTEBOOK, PROCESSADOR AMD A10, MEMORIA 4GB , HD 500 GB, CAIXA 1.0 UNIDADE",NOTEBOOK,1,BOM,SEAS,1,1,0
835,902300,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,48442,STDS,,,,,,"NOTEBOOK, PROCESSADOR AMD A10, MEMORIA 4GB , HD 500 GB, CAIXA 1.0 UNIDADE",NOTEBOOK,1,BOM,SEAS,1,1,0
836,902300,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,48955,STDS,,,,,,"NOTEBOOK, PROCESSADOR AMD A10, MEMORIA 4GB , HD 500 GB, CAIXA 1.0 UNIDADE",NOTEBOOK,1,BOM,SEAS,1,1,0
837,902300,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,48954,STDS,,,,,,"NOTEBOOK, PROCESSADOR AMD A10, MEMORIA 4GB , HD 500 GB, CAIXA 1.0 UNIDADE",NOTEBOOK,1,BOM,SEAS,1,1,0
838,152358,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS ",10,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS ,44541,STDS,,,,,,"CAIXA DE SOM, AMPLIFICADA, CONTROLE DE VOLUME, ENTRADA PARA TECLADO PRÓ-360 90W RMS, SAÍDA DO AMPLIFICADOR:MOSFET, PRÉ-AMPLIFICADOR RMS90W, POTENCIA PMPO 800W, CANAIS INDEPENDENTES, MICROFONE 2 ENTRADAS,",CAIXA AMPLIFICADORA DE SOM,1,BOM,SEAS,1,1,0
,950157,79,EQUIPAMENTOS E MATERIAIS PARA LIMPEZA,10,EQUIPAMENTOS MOTORIZADOS DE LIMPEZA,-,SEAS,,,,,,"LAVADORA, INDUSTRIAL, LAVAGEM DE PISO, PUNHO ANATOMICO PLASTICO ALTA RESISTENCIA, 220 VOLTS, CABO DE ALIMENTACAO TRIPOLAR 10 METROS,",LAVADORA INDUSTRIAL,1,BOM,SEAS,1,0,1
839,745518,78,EQUIPAMENTOS E MATERIAIS PARA RECREAÇÃO E DESPORTO,10,EQUIPAMENTOS ESPORTIVOS,SEM TOMBO,STDS,,,,,,"RAQUETE, TENIS DE MESA, BORRACHA LISA, ESPONJA, EMBALAGEM 1.0 PAR",RAQUETE,1,BOM,SEAS,1,1,0
840,771690,73,EQUIPAMENTOS E MATERIAIS PARA RECREAÇÃO E DESPORTO ,10,EQUIPAMENTOS ESPORTIVOS ,49693,STDS,,,,,,"MESA PARA JOGOS ESPORTIVOS, PEBOLIM DE MESA, COMPOSICAO: 1 MESA, 2 GOLEIRAS, 2 BOLINHAS, 4 PES, 8 VARAIS E 1 CONJUNTO DE PARAFUSOS, EM MDF, ALUMINIO, PLASTICO, LARGURA: 84,00 CM, ALTURA: 79,00 CM, PROFUNDIDADE: 99,00 CM, PESO: 7,97 KG",MESA DE PEBOLIM,1,BOM,SEAS,1,1,0
841,771690,73,EQUIPAMENTOS E MATERIAIS PARA RECREAÇÃO E DESPORTO ,10,EQUIPAMENTOS ESPORTIVOS ,49693,STDS,,,,,,"MESA PARA JOGOS ESPORTIVOS, PEBOLIM DE MESA, COMPOSICAO: 1 MESA, 2 GOLEIRAS, 2 BOLINHAS, 4 PES, 8 VARAIS E 1 CONJUNTO DE PARAFUSOS, EM MDF, ALUMINIO, PLASTICO, LARGURA: 84,00 CM, ALTURA: 79,00 CM, PROFUNDIDADE: 99,00 CM, PESO: 7,97 KG",MESA DE PEBOLIM,1,BOM,,1,1,0
842,771690,73,EQUIPAMENTOS E MATERIAIS PARA RECREAÇÃO E DESPORTO ,10,EQUIPAMENTOS ESPORTIVOS ,49694,STDS,,,,,,"MESA PARA JOGOS ESPORTIVOS, PEBOLIM DE MESA, COMPOSICAO: 1 MESA, 2 GOLEIRAS, 2 BOLINHAS, 4 PES, 8 VARAIS E 1 CONJUNTO DE PARAFUSOS, EM MDF, ALUMINIO, PLASTICO, LARGURA: 84,00 CM, ALTURA: 79,00 CM, PROFUNDIDADE: 99,00 CM, PESO: 7,97 KG",MESA DE PEBOLIM,1,BOM,,1,1,0
843,92770,78,EQUIPAMENTOS E MATERIAIS PARA RECREAÇÃO E DESPORTO ,20,"JOGOS, BRINQUEDOS E ARTIGOS CORRELATOS COM RODA",Ñ TOMBA,STDS,,,,,,"JOGO EDUCATIVO, XADREZ E DAMA, MADEIRA, ADAPTADO EM TEXTURA, DEFICIENTE VISUAL, TABULEIRO EM CAIXA DE MADEIRA, 16 PECAS, JOGO",JOGO DE XADREZ PEÇAS DE MADEIRA,50,BOM,,50,50,0
844,292443,78,EQUIPAMENTOS E MATERIAIS PARA RECREAÇÃO E DESPORTO ,20,"JOGOS, BRINQUEDOS E ARTIGOS CORRELATOS COM RODA",Ñ TOMBA,STDS,,,,,,"JOGO EDUCATIVO, TABULEIRO DE MADEIRA, 24 PECAS PRETAS E 24 PECAS BRANCAS P/ DAMAS, 1 DADO PLÁSTICO, 4 PINOS VERMELHOS,VERDES,AMARELOS E AZUIS P/ LUDO, DAMA /LUDO, SELO DE APROVAÇÃO INMETRO.",JOGO DE DAMA PEÇAS DE MADEIRA,50,BOM,SEAS,50,50,0
845,960276,67,"EQUIPAMENTOS FOTOGRAFICOS, FILMOGRAFICOS E FONOGRAFICOS",55,ACESSORIOS PARA SOM,40928,STDS,,,,,,"HOME THEATER, BIVOLT, BLUE-RAY 3D, DVD, POTENCIA MINIMA 300W, RMS 5.1 CANAIS, SISTEMA DE AUDIO DOLBY DIGITAL E DTS, CONEXOES HDMI, USB, WI-FI, ETHERNET LAN 10/100, REPRODUCAO DVD VIDEO, CAIXA 1.0 UNIDADE",HOME THEATER,1,BOM,SEAS,1,0,1
,825196,67,"EQUIPAMENTOS FOTOGRAFICOS, FILMOGRAFICOS E FONOGRAFICOS",30,EQUIPAMENTOS DE PROJECAO,S/TOMBO,STDS,1478,SEAS,,,,"TELA DE PROJECAO, TRIPE, FORMATO: VIDEO (4=2). FIXACAO: PAREDE E TETO, COM PROLONGADOR PARA GESSO. ENROLAMENTO: MANUAL - ALTURA 1800 MM - LARGURA 1800 MM. DIAGONAL: 100 POLEGADAS. ALTURA TOTAL: 2224 MM - LARGURA TOTAL: 2034 MM,",TELA DE PROJEÇÃO,1,REGULAR,SEAS,1,0,1
1392,9108810,67,"EQUIPAMENTOS FOTOGRAFICOS, FILMOGRAFICOS E FONOGRAFICOS",30,EQUIPAMENTOS DE PROJECAO,42101,STDS,,SEAS,-,-,-,"PROJETOR MULTIMIDIA, HDMI, 3LCD, SVGA, BIVOLT, CONEXOES VGA, USB",PROJETOR MULTIMÍDIA,1,BOM,SEAS,1,1,0
1393,9108810,67,"EQUIPAMENTOS FOTOGRAFICOS, FILMOGRAFICOS E FONOGRAFICOS",30,EQUIPAMENTOS DE PROJECAO,42100,STDS,07572,SEAS,-,-,-,"PROJETOR MULTIMIDIA, HDMI, 3LCD, SVGA, BIVOLT, CONEXOES VGA, USB",PROJETOR MULTIMÍDIA,1,BOM,SEAS,1,1,0
1394,9108810,67,"EQUIPAMENTOS FOTOGRAFICOS, FILMOGRAFICOS E FONOGRAFICOS",30,EQUIPAMENTOS DE PROJECAO,37452,STDS,,SEAS,-,-,-,"PROJETOR MULTIMIDIA, HDMI, 3LCD, SVGA, BIVOLT, CONEXOES VGA, USB",PROJETOR MULTIMÍDIA,1,BOM,SEAS,1,0,1
,978489,67,"EQUIPAMENTOS FOTOGRAFICOS, FILMOGRAFICOS E FONOGRAFICOS",10,"EQUIPAMENTOS FOTOGRAFICOS E SEUS ACESSORIOS
",-,-,06985,SEAS,,,,"CAMERA FOTOGRAFICA, DIGITAL T5, 18 MEGAPIXELS, VISOR 3'', CARTAO DE MEMORIA SD,SDHC,SDXC, FLASCH INTEGRADO",CAMERA FOTOGRAFICA DIGITAL,1,BOM,,,,
,978489,67,"EQUIPAMENTOS FOTOGRAFICOS, FILMOGRAFICOS E FONOGRAFICOS",10,"EQUIPAMENTOS FOTOGRAFICOS E SEUS ACESSORIOS
",-,-,06986,SEAS,,,,"CAMERA FOTOGRAFICA, DIGITAL T5, 18 MEGAPIXELS, VISOR 3'', CARTAO DE MEMORIA SD,SDHC,SDXC, FLASCH INTEGRADO",CAMERA FOTOGRAFICA DIGITAL,1,BOM,,,,
846,694865,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA",30,ARTIGOS PARA SERVIÇOS DE MESA,SEM TOMBO,,,,,,,"COPO DESCARTAVEL, PLASTICO POLIPROPILENO NATURAL, AGUA, CAPACIDADE 150 ML, NBR - 14.865/02 C, SELO INMETRO, PACOTE 100.0 UNIDADES",CAIXA DE COPOS DESCARTAVEIS,4,,,,,
847,694875,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA",30,ARTIGOS PARA SERVIÇOS DE MESA,SEM TOMBO,,,,,,,"COPO DESCARTAVEL, PLASTICO POLIPROPILENO NATURAL, CAFE, CAPACIDADE 50 ML, NBR - 14.865/02 C, SELO INMETRO, PACOTE 100.0 UNIDADES",PACOTE COPOS DESCARTAVEIS 50ML,60,,,,,
848,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,49978,STDS,,,3044,000.000.022,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,1,,
849,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,49979,STDS,,,3044,000.000.022,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,1,,
850,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,49980,STDS,,,3044,000.000.022,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,1,,
851,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,49981,STDS,,,3044,000.000.022,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,1,,
852,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,49982,STDS,,,3044,000.000.022,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,1,,
853,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,49983,STDS,,,3044,000.000.022,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,1,,
854,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,49984,STDS,,,3044,000.000.022,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,1,,
855,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,SEM TOMBO,STDS,06769,SEAS,,000.000.021,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,6,1,5
855,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,SEM TOMBO,,,,,000.000.021,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,6,1,5
855,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,SEM TOMBO,,,,,000.000.021,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,6,1,5
855,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,SEM TOMBO,,,,,000.000.021,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,6,1,5
855,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,SEM TOMBO,,,,,000.000.021,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,6,1,5
855,FALTA,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,SEM TOMBO,,,,,000.000.021,"R$ 1.100,00","ALTURAS DOS ANDARES 300 / 800 MM; CHAPA DE AÇO; LARGURA DA CUBA:580 MM; ALTURA DA CUBA: 200MM; COMPRIMENTO DA CUBA: 1010MM; EQUIPAMENTO DE RODAS: 2 RODAS ORIENTÁVEIS COM TRAVÃO DUPLO, 2 RODAS FIXAS; COM 2 BORRACHA MACIÇA; DIMENSÕES DA CUBA 1010 X 580 X 200 MM. PARA- CHOQUE DE BORRACHA NA COR CINZA.","MESA DE RODAS, COM CUBA AMOVÍVEL EM CHAPA DE AÇO",1,BOM,SEAS,6,1,5
856,822887,73,"EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA ",10,EQUIPAMENTOS DE COZINHA ,48853,STDS,,,,,,"LIQUIDIFICADOR, COPO E GABINETE AÇO INOXIDÁVEL 304, COSTELAS ESTAMPADAS, ALIMENTAÇÃO 220V, INDUSTRIAL, CAPACIDADE 6 LITROS, DIMENSÕES: A = 760 MM X L = 260 MM X P = 230MM,",LIQUIDIFICADOR INDUSTRIAL DE 6 LITROS,1,BOM,SEAS,1,1,0
857,20818,41,"EQUIPAMENTOS PARA REFRIGERAÇAO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,EQUIPAMENTOS DE REFRIGERACAO ,37175,STDS,,,,,,"GELADEIRA, MODELO VERTICAL, 01 PORTA REVERSIVEL, CONTROLE DE TEMPERATURA, SISTEMA DE DEGELO MANUAL, GARANTIA MINIMA 1 ANO, COR BRANCA, APROXIMADAMENTE 262 LITROS, 220V",GELADEIRA PALITO 260 L,1,BOM,SEAS,1,0,1
858,20818,41,"EQUIPAMENTOS PARA REFRIGERAÇAO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,EQUIPAMENTOS DE REFRIGERACAO ,44581,STDS,,,,,,"GELADEIRA, MODELO VERTICAL, 01 PORTA REVERSIVEL, CONTROLE DE TEMPERATURA, SISTEMA DE DEGELO MANUAL, GARANTIA MINIMA 1 ANO, COR BRANCA, APROXIMADAMENTE 262 LITROS, 220V",GELADEIRA PALITO 260 L,1,BOM,SEAS,1,1,0
859,20818,41,"EQUIPAMENTOS PARA REFRIGERAÇAO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,EQUIPAMENTOS DE REFRIGERACAO ,44586,STDS,,,,,,"GELADEIRA, MODELO VERTICAL, 01 PORTA REVERSIVEL, CONTROLE DE TEMPERATURA, SISTEMA DE DEGELO MANUAL, GARANTIA MINIMA 1 ANO, COR BRANCA, APROXIMADAMENTE 262 LITROS, 220V",GELADEIRA PALITO 260 L,1,BOM,SEAS,1,0,1
